time,length,pressure,force,time_contraction,pressure_contraction,length_contraction,force_contraction,time_extension,pressure_extension,length_extension,force_extension,estimated_contraction_length,estimated_extension_length
10.007,112.5,0.439,44.9,0.0,0.439,145.5,44.9,,,,,112.64030610636847,
10.019,112.5,0.439,45.0,0.012000000000000455,0.439,145.5,45.0,,,,,112.65016255432202,
10.031,112.5,0.439,45.0,0.02400000000000091,0.439,145.5,45.0,,,,,112.65016255432202,
10.044,112.5,0.439,45.0,0.03700000000000081,0.439,145.5,45.0,,,,,112.65016255432202,
10.056,112.5,0.439,45.0,0.04899999999999949,0.439,145.5,45.0,,,,,112.65016255432202,
10.068,112.5,0.439,45.0,0.06099999999999994,0.439,145.5,45.0,,,,,112.65016255432202,
10.08,112.5,0.438,44.9,0.0730000000000004,0.438,145.5,44.9,,,,,112.66567039450274,
10.092,112.6,0.438,45.0,0.08500000000000085,0.438,145.6,45.0,,,,,112.67550172720928,
10.104,112.6,0.438,45.0,0.09699999999999953,0.438,145.6,45.0,,,,,112.67550172720928,
10.116,112.6,0.438,45.0,0.10899999999999999,0.438,145.6,45.0,,,,,112.67550172720928,
10.129,112.6,0.439,45.0,0.12199999999999989,0.439,145.6,45.0,,,,,112.65016255432202,
10.141,112.6,0.439,45.0,0.13400000000000034,0.439,145.6,45.0,,,,,112.65016255432202,
10.153,112.6,0.439,45.1,0.1460000000000008,0.439,145.6,45.1,,,,,112.66001640128451,
10.165,112.6,0.439,45.2,0.15799999999999947,0.439,145.6,45.2,,,,,112.66986764725593,
10.178,112.6,0.443,45.4,0.17100000000000115,0.443,145.6,45.4,,,,,112.58777188922066,
10.187,112.6,0.444,45.7,0.17999999999999972,0.444,145.6,45.7,,,,,112.59201463234405,
10.208,112.6,0.446,46.0,0.2010000000000005,0.446,145.6,46.0,,,,,112.57062815808632,
10.228,112.5,0.451,46.6,0.22100000000000009,0.451,145.5,46.6,,,,,112.50174636419014,
10.245,112.5,0.454,47.4,0.23799999999999955,0.454,145.5,47.4,,,,,112.50486371060597,
10.265,112.5,0.457,48.2,0.2580000000000009,0.457,145.5,48.2,,,,,112.50826808598285,
10.286,112.4,0.459,48.8,0.2789999999999999,0.459,145.4,48.8,,,,,112.51753678459116,
10.306,112.30000000000001,0.464,49.2,0.2989999999999995,0.464,145.3,49.2,,,,,112.42751937985716,
10.327,112.19999999999999,0.466,49.3,0.3200000000000003,0.466,145.2,49.3,,,,,112.384944754976,
10.347,112.0,0.47,49.5,0.33999999999999986,0.47,145.0,49.5,,,,,112.29908636591499,
10.364,111.9,0.471,49.5,0.3570000000000011,0.471,144.9,49.5,,,,,112.27220346103752,
10.38,111.69999999999999,0.475,49.1,0.3730000000000011,0.475,144.7,49.1,,,,,112.12124642718142,
10.397,111.5,0.479,48.8,0.39000000000000057,0.479,144.5,48.8,,,,,111.97886935068448,
10.423,111.4,0.484,49.0,0.41600000000000037,0.484,144.4,49.0,,,,,111.86074778575141,
10.446,111.19999999999999,0.488,49.4,0.43900000000000006,0.488,144.2,49.4,,,,,111.79143935671861,
