time,length,pressure,force,time_contraction,pressure_contraction,length_contraction,force_contraction,time_extension,pressure_extension,length_extension,force_extension,estimated_contraction_length,estimated_extension_length
10.008,154.0,0.424,44.8,0.0,0.424,181.0,44.8,,,,,155.7721347789847,
10.019,154.0,0.426,44.8,0.011000000000001009,0.426,181.0,44.8,,,,,155.7337454618325,
10.019,154.0,0.426,44.8,0.011000000000001009,0.426,181.0,44.8,,,,,155.7337454618325,
10.046,154.0,0.426,44.7,0.038000000000000256,0.426,181.0,44.7,,,,,155.72837764934349,
10.057,154.0,0.426,44.7,0.049000000000001265,0.426,181.0,44.7,,,,,155.72837764934349,
10.069,154.0,0.427,44.8,0.06100000000000172,0.427,181.0,44.8,,,,,155.7143668831916,
10.081,154.0,0.426,44.9,0.0730000000000004,0.426,181.0,44.9,,,,,155.73910823618291,
10.092,154.0,0.426,45.0,0.0840000000000014,0.426,181.0,45.0,,,,,155.7444660080579,
10.105,154.0,0.427,45.1,0.09700000000000131,0.427,181.0,45.1,,,,,155.7305316600585,
10.117,154.0,0.427,45.2,0.10900000000000176,0.427,181.0,45.2,,,,,155.73590991050207,
10.128,154.0,0.428,45.3,0.120000000000001,0.428,181.0,45.3,,,,,155.72193421335015,
10.128,154.0,0.431,45.7,0.120000000000001,0.431,181.0,45.7,,,,,155.68508039196686,
10.154,154.0,0.433,46.4,0.1460000000000008,0.433,181.0,46.4,,,,,155.68413704817414,
10.161,154.0,0.433,47.1,0.15300000000000047,0.433,181.0,47.1,,,,,155.72252224811584,
10.176,154.0,0.438,47.5,0.16800000000000104,0.438,181.0,47.5,,,,,155.64602679522315,
10.176,153.9,0.44,47.9,0.16800000000000104,0.44,180.9,47.9,,,,,155.62843958357013,
10.194,153.9,0.442,48.8,0.18600000000000172,0.442,180.9,48.8,,,,,155.63914763203155,
10.209,153.8,0.445,49.5,0.2010000000000005,0.445,180.8,49.5,,,,,155.61854357885787,
10.226,153.6,0.446,49.5,0.21800000000000175,0.446,180.6,49.5,,,,,155.5982448465372,
10.236,153.4,0.451,49.6,0.22800000000000153,0.451,180.4,49.6,,,,,155.50077156476166,
10.25,153.1,0.453,50.1,0.24200000000000088,0.453,180.1,50.1,,,,,155.48837906695695,
10.262,152.9,0.454,49.8,0.25400000000000134,0.454,179.9,49.8,,,,,155.449302540607,
10.28,152.6,0.46,49.2,0.27200000000000024,0.46,179.6,49.2,,,,,155.28210107206198,
10.3,152.4,0.464,49.4,0.2920000000000016,0.464,179.4,49.4,,,,,155.20470455026094,
10.317,152.1,0.467,50.0,0.30900000000000105,0.467,179.1,50.0,,,,,155.1744473974057,
10.337,151.9,0.472,49.8,0.3290000000000006,0.472,178.9,49.8,,,,,155.045028954042,
10.348,151.7,0.478,49.5,0.34000000000000163,0.478,178.7,49.5,,,,,154.88024116674234,
10.374,151.5,0.482,50.1,0.36600000000000144,0.482,178.5,50.1,,,,,154.82231071754725,
10.395,151.3,0.484,50.4,0.38700000000000045,0.484,178.3,50.4,,,,,154.79305444716846,
10.413,151.1,0.488,49.9,0.40500000000000114,0.488,178.1,49.9,,,,,154.6559402669137,
10.427,150.8,0.493,50.0,0.4190000000000005,0.493,177.8,50.0,,,,,154.53220403897856,
10.459,150.6,0.495,50.2,0.4510000000000005,0.495,177.6,50.2,,,,,154.49358378202155,
10.481,150.4,0.499,50.1,0.47300000000000075,0.499,177.4,50.1,,,,,154.377920495345,
10.497,150.2,0.503,49.6,0.48900000000000077,0.503,177.2,49.6,,,,,154.22888164017647,
10.517,150.1,0.509,49.4,0.5090000000000003,0.509,177.1,49.4,,,,,154.04145007442335,
10.538,150.0,0.512,49.8,0.5300000000000011,0.512,177.0,49.8,,,,,153.98555134269085,
10.559,149.9,0.517,50.2,0.5510000000000002,0.517,176.9,50.2,,,,,153.8693204287081,
10.579,149.8,0.523,50.5,0.5710000000000015,0.523,176.8,50.5,,,,,153.71154698592233,
10.596,149.6,0.527,50.7,0.588000000000001,0.527,176.6,50.7,,,,,153.60399707954105,
10.612,149.4,0.532,50.9,0.604000000000001,0.532,176.4,50.9,,,,,153.4625020304946,
10.628,149.1,0.534,51.0,0.620000000000001,0.534,176.1,51.0,,,,,153.40676835748914,
10.654,148.8,0.539,50.6,0.6460000000000008,0.539,175.8,50.6,,,,,153.2067025484848,
10.678,148.5,0.545,50.6,0.6700000000000017,0.545,175.5,50.6,,,,,153.00358242802145,
10.699,148.1,0.548,51.5,0.6910000000000007,0.548,175.1,51.5,,,,,152.98423567232555,
10.706,147.8,0.553,51.7,0.6980000000000004,0.553,174.8,51.7,,,,,152.82893899126594,
10.738,147.3,0.558,51.0,0.7300000000000004,0.558,174.3,51.0,,,,,152.58229520486555,
10.759,146.9,0.563,50.5,0.7510000000000012,0.563,173.9,50.5,,,,,152.34806810151935,
10.779,146.6,0.569,50.0,0.7710000000000008,0.569,173.6,50.0,,,,,152.06842329970206,
10.787,146.4,0.574,49.5,0.7790000000000017,0.574,173.4,49.5,,,,,151.81936284740678,
10.814,146.3,0.578,49.3,0.8060000000000009,0.578,173.3,49.3,,,,,151.63685469177656,
10.837,146.1,0.585,49.6,0.8290000000000006,0.585,173.1,49.6,,,,,151.38157799106185,
10.85,146.0,0.589,50.2,0.8420000000000005,0.589,173.0,50.2,,,,,151.28115363648718,
10.879,145.9,0.594,50.6,0.8710000000000004,0.594,172.9,50.6,,,,,151.11391094010827,
10.898,145.7,0.598,50.9,0.8900000000000006,0.598,172.7,50.9,,,,,150.97570149249484,
10.921,145.4,0.603,50.8,0.9130000000000003,0.603,172.4,50.8,,,,,150.74367585109607,
10.939,145.2,0.608,50.7,0.9310000000000009,0.608,172.2,50.7,,,,,150.5064116250052,
10.956,144.9,0.614,50.5,0.9480000000000004,0.614,171.9,50.5,,,,,150.20467938201227,
10.976,144.7,0.616,50.2,0.9680000000000017,0.616,171.7,50.2,,,,,150.0727654154607,
10.997,144.5,0.624,49.7,0.9890000000000008,0.624,171.5,49.7,,,,,149.62219271135186,
11.003,144.4,0.63,49.8,0.995000000000001,0.63,171.4,49.8,,,,,149.33693925624723,
11.036,144.2,0.633,50.2,1.0280000000000005,0.633,171.2,50.2,,,,,149.23933189859122,
11.052,144.1,0.638,50.3,1.0440000000000005,0.638,171.1,50.3,,,,,148.9969640808157,
11.079,143.9,0.643,50.3,1.0710000000000015,0.643,170.9,50.3,,,,,148.73593911006242,
11.086,143.7,0.648,50.5,1.0780000000000012,0.648,170.7,50.5,,,,,148.498419481925,
11.113,143.5,0.649,50.7,1.1050000000000004,0.649,170.5,50.7,,,,,148.47339325076265,
11.137,143.3,0.654,50.1,1.1290000000000013,0.654,170.3,50.1,,,,,148.11402901196755,
11.157,143.2,0.66,49.8,1.149000000000001,0.66,170.2,49.8,,,,,147.73420699344888,
11.176,143.1,0.666,50.2,1.168000000000001,0.666,170.1,50.2,,,,,147.45250047181884,
11.197,142.9,0.67,50.1,1.189,0.67,169.9,50.1,,,,,147.20458372573955,
11.217,142.8,0.675,50.1,1.2090000000000014,0.675,169.8,50.1,,,,,146.90900727006556,
11.226,142.7,0.681,50.5,1.2180000000000017,0.681,169.7,50.5,,,,,146.61199400097604,
11.253,142.5,0.684,50.6,1.245000000000001,0.684,169.5,50.6,,,,,146.44509932859398,
11.276,142.4,0.688,50.4,1.2680000000000007,0.688,169.4,50.4,,,,,146.16459642995403,
11.286,142.2,0.693,50.2,1.2780000000000005,0.693,169.2,50.2,,,,,145.81594047496299,
11.313,142.1,0.698,50.0,1.3050000000000015,0.698,169.1,50.0,,,,,145.46031157548722,
11.333,141.9,0.703,50.1,1.325000000000001,0.703,168.9,50.1,,,,,145.15052682044956,
11.357,141.8,0.707,50.2,1.3490000000000002,0.707,168.8,50.2,,,,,144.9025279103038,
