time,length,pressure,force,time_contraction,pressure_contraction,length_contraction,force_contraction,time_extension,pressure_extension,length_extension,force_extension,estimated_contraction_length,estimated_extension_length
10.004,159.6,0.213,44.8,0.0,0.213,189.6,44.8,,,,,154.40388790511295,
10.021,159.6,0.213,44.9,0.017000000000001236,0.213,189.6,44.9,,,,,154.4048702365173,
10.031,159.6,0.214,45.0,0.027000000000001023,0.214,189.6,45.0,,,,,154.40437020447487,
10.037,159.6,0.214,45.1,0.03300000000000125,0.214,189.6,45.1,,,,,154.40536170260035,
10.051,159.6,0.214,45.2,0.0470000000000006,0.214,189.6,45.2,,,,,154.40635395092076,
10.051,159.6,0.216,45.3,0.0470000000000006,0.216,189.6,45.3,,,,,154.4043363381016,
10.078,159.6,0.217,45.5,0.07399999999999984,0.217,189.6,45.5,,,,,154.40482012109672,
10.083,159.6,0.217,45.6,0.07900000000000063,0.217,189.6,45.6,,,,,154.4058386302753,
10.103,159.6,0.218,45.8,0.0990000000000002,0.218,189.6,45.8,,,,,154.40633532257425,
10.111,159.6,0.217,45.9,0.1070000000000011,0.217,189.6,45.9,,,,,154.4088986762229,
10.121,159.6,0.219,46.0,0.11700000000000088,0.219,189.6,46.0,,,,,154.40683564395292,
10.137,159.6,0.219,46.2,0.1330000000000009,0.219,189.6,46.2,,,,,154.40891234981592,
10.147,159.6,0.22,46.3,0.14300000000000068,0.22,189.6,46.3,,,,,154.40838700186055,
10.164,159.6,0.223,46.6,0.16000000000000014,0.223,189.6,46.6,,,,,154.40672389176683,
10.174,159.6,0.225,47.0,0.16999999999999993,0.225,189.6,47.0,,,,,154.40772645189097,
10.187,159.6,0.228,47.6,0.18299999999999983,0.228,189.6,47.6,,,,,154.4092575483043,
10.199,159.6,0.23,48.2,0.19500000000000028,0.23,189.6,48.2,,,,,154.41258222709823,
10.212,159.6,0.233,48.8,0.20800000000000018,0.233,189.6,48.8,,,,,154.41422810600383,
10.221,159.5,0.235,49.5,0.21700000000000053,0.235,189.5,49.5,,,,,154.41892840052643,
10.236,159.4,0.239,50.1,0.2320000000000011,0.239,189.4,50.1,,,,,154.41885772207564,
10.237,159.3,0.241,50.5,0.23300000000000054,0.241,189.3,50.5,,,,,154.42004098337705,
10.255,159.1,0.244,50.8,0.2510000000000012,0.244,189.1,50.8,,,,,154.41798891653426,
10.271,158.8,0.247,50.8,0.26700000000000124,0.247,188.8,50.8,,,,,154.41185279863853,
10.274,158.5,0.25,50.7,0.2699999999999996,0.25,188.5,50.7,,,,,154.4040557232119,
10.295,158.2,0.255,50.5,0.29100000000000037,0.255,188.2,50.5,,,,,154.38973355632112,
10.307,158.0,0.258,50.3,0.3030000000000008,0.258,188.0,50.3,,,,,154.37945622655218,
10.317,157.7,0.26,50.2,0.3130000000000006,0.26,187.7,50.2,,,,,154.3728191078986,
10.331,157.5,0.264,50.0,0.32699999999999996,0.264,187.5,50.0,,,,,154.35893510229434,
10.357,157.3,0.268,49.8,0.35299999999999976,0.268,187.3,49.8,,,,,154.3442141914264,
10.378,157.2,0.274,49.9,0.37400000000000055,0.274,187.2,49.9,,,,,154.32684686713287,
10.398,157.0,0.278,50.4,0.39400000000000013,0.278,187.0,50.4,,,,,154.32152814783979,
10.416,156.8,0.282,50.8,0.4120000000000008,0.282,186.8,50.8,,,,,154.3142664470832,
10.43,156.6,0.285,50.9,0.42600000000000016,0.285,186.6,50.9,,,,,154.3051485700222,
10.448,156.4,0.289,51.1,0.44400000000000084,0.289,186.4,51.1,,,,,154.29361602836363,
10.475,156.1,0.293,51.2,0.4710000000000001,0.293,186.1,51.2,,,,,154.27968927539743,
10.482,155.9,0.297,50.9,0.47799999999999976,0.297,185.9,50.9,,,,,154.25759747022428,
10.517,155.6,0.301,50.6,0.5129999999999999,0.301,185.6,50.6,,,,,154.2343682131832,
10.538,155.4,0.306,50.4,0.5340000000000007,0.306,185.4,50.4,,,,,154.20716816114785,
10.557,155.2,0.31,50.5,0.5530000000000008,0.31,185.2,50.5,,,,,154.18955672692292,
10.578,155.0,0.313,50.6,0.5739999999999998,0.313,185.0,50.6,,,,,154.17636281505273,
10.592,154.9,0.319,50.5,0.588000000000001,0.319,184.9,50.5,,,,,154.14216775812878,
10.619,154.7,0.324,50.7,0.6150000000000002,0.324,184.7,50.7,,,,,154.11832265283923,
10.63,154.5,0.329,51.1,0.6260000000000012,0.329,184.5,51.1,,,,,154.09794477378603,
10.657,154.3,0.334,51.1,0.6530000000000005,0.334,184.3,51.1,,,,,154.06703350924673,
10.675,154.1,0.338,51.0,0.6710000000000012,0.338,184.1,51.0,,,,,154.03870837425197,
10.696,153.9,0.343,51.2,0.6920000000000002,0.343,183.9,51.2,,,,,154.00998260556588,
10.715,153.7,0.348,51.0,0.7110000000000003,0.348,183.7,51.0,,,,,153.96940230016958,
10.737,153.5,0.354,51.0,0.7330000000000005,0.354,183.5,51.0,,,,,153.92462523615097,
